,WordText,CategoryLabel
20158,Children’s Health Insurance Program Reauthorization Act,383
20159,the Children’s Health Insurance Program Reauthorization Act,383
20160,Small Business Development Centers Improvements,383
20161,7(j,391
20162,7(m,384
20163,8(a,397
20164,8(b)(1,397
20165,389,397
20166,section 8(a)(13,390
20167,the first December 1,391
20168,"15 U.S.C. 648
 ",393
20169,21(a)(3)(A,397
20170,Annual Report,388
20171,the Small Business Development Center Program,383
20172,the Data Collection Working Group,383
20173,21(a)(3,397
20174,15 U.S.C. 648(a)(4)(C)(v)(I,394
20175,"more than $600,000",394
20176,21(a)(7)(A,397
20177,15 U.S.C. 648,394
20178,orthe Office of Small and Disadvantaged Business Utilization,383
20179,2778,391
20180,"33,559,000",394
20181,"34,156,000",394
20182,"Fiscal Year 2000, 2005",391
20183,the Military Construction Authorization Act for Fiscal Year 2000,383
20184,"4,418,000",394
20185,"36,251,000",394
20186,"4,445,000",394
20187,"80,617,000",394
20188,Hanscom Air Force Base,383
20189,the Military Construction Authorization Act for Fiscal Year 2017,383
20190,Chabelley Airfield,380
20191,Scott Air Force Base,383
20192,Consolidated Communication Facility,383
20193,International Programs,383
20194,Camp Humphreys,383
20195,K-16 Air Base,386
20196,Project Authorizations and Authorizations of Appropriations,383
20197,Subchapter IV,380
20198,18240(f)(2,397
20199,2805(a)(2,397
20200,2805(b)(1,397
20201,"1,000,000$750,000",394
20202,"1,000,000$2,000,000",394
20203,section 2801(c)(2,390
20204,2663(d)(2,397
20205,2663(f)(2,397
20206,Section 2667(d)(3,390
20207,Section 2682(c)(2,390
20208,July 2011,391
20209,section 8109,390
20210,Chapter 169section,390
20211,2878,391
20212,International Building Code,386
20213,36 inches,395
20214,chapter 169,390
20215,"Department of
			 Defense",383
20216,"Federal
			 ",383
20217,chapter 159,390
20218,"Military Housing
			 ",383
20219,section 2876,390
20220,Naval Industrial Reserve Ordnance Plant,383
20221,Sunnyvale,384
20222,the Exchange Entity,383
20223,"the Comprehensive Environmental Response, Compensation",383
20224,NIROP,383
20225,Federal Land Acquisitions,383
20226,the Uniform Standards of Professional Appraisal Practice,390
20227,2802,391
20228,2662,397
20229,the Guam Economic Development Authority,383
20230,the Environmental Impact Statement for the Relocation of,387
20231,Marine Corps Forces to Guam,383
20232,September 2010,391
20233,the United States Naval Academy Alumni Association,384
20234,"Naval Academy
			 Foundation",383
20235,United States Naval Academy,383
20236,Annapolis,384
20237,approximately 3 acres,395
20238,the United States Naval Academy Alumni Association Inc.,384
20239,the United States Naval Academy Foundation Inc.,384
20240,any Naval Support Activity Annapolis,385
20241,section 2667,391
20242,Natick Soldier Systems Center,383
20243,approximately 98 acres,395
20244,Hudson,384
20245,Wayland,384
20246,Needham,384
20247,the U.S. Army,383
20248,2871(1,397
20249,2696,391
20250,Castner Range,380
20251,Fort Bliss,384
20252,Laramie County,384
20253,the State of Wyoming,383
20254,StateQuebec-01,383
20255,the Programmatic Agreement,387
20256,Francis E. Warren Air Force Base,380
20257,the Wyoming State Historic Preservation Officer,383
20258,Francis E. Warren Air Force Base Cheyenne,383
20259,the Sikes Act,390
20260,El Centro Naval Air Facility Ranges,383
20261,section 2921(b)(3,390
20262,2925,391
20263,2927,391
20264,The El Centro Naval Air Facility Ranges Withdrawal Act,383
20265,Determination of Continuing,383
20266,section 101(b)(3,390
20267,the later of the date of,391
20268,the previous five years,391
20269,El Centro,383
20270,the Committees on Armed Services and Energy and Natural Resources of the Senate,383
20271,the Committees on Armed Services and Natural Resources of the House of Representatives,383
20272,The Juniper Butte Range Withdrawal Act,383
20273,105–261,397
20274,section 2915,391
20275,2916,391
20276,section 2915(b).in,390
20277,the State of Idaho,383
20278,Section 2909,390
20279,the Juniper Butte Range,383
20280,The Military Lands Withdrawal Act,383
20281,section 3015;by,390
20282,3016,397
20283,section 3011,390
20284,3017,391
20285,thatin paragraph,383
20286,Barry M. Goldwater,380
20287,Section 3031,390
20288,c)—in paragraph,383
20289,unlessUnless,383
20290,3031(c)(5,397
20291,National Training Center,383
20292,The Fort Irwin Military Land Withdrawal Act of,383
20293,2910,391
20294,2911,391
20295,2912,391
20296,the first 22 years,391
20297,section 2910,391
20298,National Training Range,383
20299,The Military Land Withdrawals Act,383
20300,2919,391
20301,2920,391
20302,"2936, 2946",391
20303,2979;in,397
20304,Intergovernmental,383
20305,2931,391
20306,2941,391
20307,2971,391
20308,Departments of Interior,383
20309,"February 28, 1958",391
20310,43 U.S.C. 155,394
20311,Department of Interior,383
20312,"larger than 5,000 acres",397
20313,andthe Committees on Armed Services and Natural Resources of,383
20314,the Engle Act,390
20315,Cadastral Surveys,383
20316,the National Spatial Reference System,383
20317,the Manual of Surveying Instructions,383
20318,Monuments,380
20319,Museums,380
20320,"September 30, 2017September 30",391
20321,the National Museum of World War II Aviation,383
20322,Colorado Springs,384
20323,America’s National World War II Aviation Museum,383
20324,The National Museum,383
20325,Aviation Hall of Fame: Section 23107,383
20326,Dayton,383
20327,Shiloh National Military Park,383
20328,the Shiloh National Military Park Boundary Adjustment,383
20329,Parker’s Crossroads Battlefield Designation,383
20330,Park,386
20331,Boundary Adjustment,383
20332,Parker’s Crossroads Battlefield,383
20333,BoundaryParker’s Crossroads Battlefield,383
20334,The City of Parkers Crossroads,384
20335,the Tennessee Historical Commission,383
20336,100502,391
20337,the Committee on Natural Resources of the House of Representatives,383
20338,the Committee on Energy and Natural Resources of the Senate,383
20339,Private Property Protection,383
20340,the Shiloh National Military Park,383
20341,Modification of Department of Defense,383
20342,Unified Facilities Guide Specifications,383
20343,Pavement Markings,383
20344,Air Force Engineering Technical Letter,383
20345,97–18,397
20346,Roadway Marking,380
20347,1.6,397
20348,1511,391
20349,24 U.S.C. 411(i,394
20350,National Security Programs Authorizations,383
20351,the Facilities and Infrastructure Recapitalization and Repair Program,383
20352,section 4002(6,391
20353,2501(6,397
20354,"less than $100,000,000",394
20355,the Defense Environmental Cleanup Program,383
20356,the Management Procedures Memorandum,383
20357,2015–01,391
20358,the five fiscal years,391
20359,section 3253,390
20360,2)(A);a,397
20361,biennial,391
20362,Section 4203(d)(4,390
20363,50 U.S.C. 2523,394
20364,4714,397
20365,2521,391
20366,4221,391
20367,50 U.S.C. 2537(b,391
20368,each of fiscal years 2019 through 2021,391
20369,Title XLIII of,9191306739292312949
20370,50 U.S.C. 2563,394
20371,4309(b,397
20372,section 3118(c)(1,390
20373,"Chapter 633
									",390
20374,the Department of Energy for atomic energy defense activities,383
20375,SSN(X,383
20376,Pay Banding,380
20377,the Naval Nuclear Propulsion Program,383
20378,4703,397
20379,Committees on Armed Services of the House of Representatives,383
20380,the Senate;the Committee on Energy and Commerce of the House of Representatives;the Committee on Energy and Natural Resources of the Senate,383
20381,Section 4701 of,390
20382,the 2030s,391
20383,Department of Energy Counterintelligence,383
20384,National Nuclear Security Agency,383
20385,50 U.S.C. 2401,391
20386,4303,391
20387,Section 4506,390
20388,50 U.S.C. 2657of,394
20389,50 U.S.C. 2453,391
20390,Section 4217(a,390
20391,2537(a)fiscal-year,391
20392,50 U.S.C. 2538c(a)Concurrent,394
20393,Section 4309,390
20394,"later than October 31, 2017",391
20395,Section 4203 of,390
20396,Annual Selected Acquisition Reports,383
20397,Selected Acquisition Reports,383
20398,the Selected Acquisition Report,383
20399,section 2432,390
20400,6.2,397
20401,"30,600,000",394
20402,"4,900,000",394
20403,1946,391
20404,TransportationSecretaryby,383
20405,Maritime Security Fleet Program,383
20406,"August 9, 1954",391
20407,659,397
20408,"United
 States",383
20409,56305,391
20410,50 U.S.C. 197,394
20411,Requisitioned,380
20412,"Chapter 563
 ",390
20413,56309,391
20414,56311,391
20415,"chapter 563
							",390
20416,"chapter 541
							",386
20417,Chapter 541,390
20418,"the
			 Department of Energy",383
20419,F/A-18,386
20420,KC-46A,386
20421,115–91a period of,391
20422,F–22,386
20423,the F–22 Block 20,390
20424,7201,391
20425,2371b(f,397
20426,the Joint Surveillance Target,383
20427,Increment 1,383
20428,Battle-Management System of Systems,383
20429,Interim Briefing,380
20430,Air Force Report,383
20431,Agile Software Development,383
20432,the Defense Procurement and Acquisition Policy,390
20433,National Security Science And Technology Strategy,383
20434,the National Security Science and Technology Strategy,383
20435,CVN–73,383
20436,the Office of Naval Research,383
20437,T–45,383
20438,7701,391
20439,section 7701,391
20440,7301,391
20441,Prairie-Chicken,383
20442,Centrocerus,383
20443,the Lesser Prairie-Chicken,380
20444,Tympanuchus,380
20445,16 U.S.C. 1533,391
20446,Determination of Endangered Status,383
20447,1531,391
20448,a Center of Excellence on Advanced and Additive Manufacturing,383
20449,Department of Defense and Department of Energy,383
20450,"the Navy for Research, Development and Acquisition",383
20451,Parker,383
20452,Crossroads Battlefield,9191306739292312949
20453,Russell House Battlefield,380
20454,Davis Bridge Battlefield,380
20455,Executive Order No.,383
20456,13817,391
20457,"February 16, 2018",391
20458,"less than $12,000,000",394
20459,Joint Task Force for Explosive Ordnance Disposal,383
20460,Countering Improvised Explosive Devices,383
20461,the United States Northern Command,384
20462,7401,391
20463,"Chapter 602
 ",383
20464,Maxwell Air Force Base,383
20465,Placement of National Guard,383
20466,Section 10508,390
20467,status)Public Law,388
20468,10216,391
20469,National Guard Promotion Accountability,383
20470,the National Guard Promotion Accountability Act,383
20471,"National
			 Guard",383
20472,200-day,391
20473,200 days,391
20474,"the Army
 National Guard",383
20475,Guard and Reserve,383
20476,the Stafford Act: Section 403(c,390
20477,42 U.S.C. 5170b(c,394
20478,EOD,383
20479,Section 1552(a)(5,390
20480,the Service Secretaries,383
20481,Joint Chiefs,383
20482,the Boards of Corrections for Military and Naval Records,383
20483,"3,000,000.00",394
20484,Completion of Department of Defense Directive,383
20485,"Chapter 41
 ",390
20486,the Armed Forces: Section 856(b)(1,383
20487,article 60)except,390
20488,article 60,390
20489,article 128,390
20490,"Defense Advisory Committee on Investigation, Prosecution",383
20491,"the
 Armed Forces: Section 546(c)(2",383
20492,the Chair of the Advisory Committee,383
20493,the Military Rules of Evidence,383
20494,4361,397
20495,Air Force Academy: Section 9361,383
20496,Family Advocacy Program,383
20497,1563,391
20498,MCIO,383
20499,the Defense Advisory Committee,383
20500,114320182023,391
20501,SkillBridge,383
20502,"later than March 1, 2021",391
20503,the Department of Defense or,383
20504,"the Armed
 Forces",383
20505,the Military OneSource Program,383
20506,the Armed Services Committees of the Senate,383
20507,the Atomic Veterans Service Medal,383
20508,Cadet Corps,380
20509,"3,140,000",394
20510,"Operation and Maintenance, Navy",383
20511,"390,000",394
20512,"1,220,000",394
20513,the Marine Corps for,383
20514,090,397
20515,$5 million,394
20516,Veterans Program Office,383
20517,the Military Transition Assistance Teams of the Department of Defense,383
20518,the Armed Forces at least twice,383
20519,the first three months,391
20520,575,397
20521,"June 8, 1995:",391
20522,the Armed Forces Expeditionary Medal,383
20523,24th,396
20524,Marine Expeditionary,383
20525,Special Operations Capable,383
20526,Scott,380
20527,United States Air Force,383
20528,Bosnia,384
20529,"June 8, 1995",391
20530,the Guardians of America’s Freedom Medal Act,383
20531,"valor
			 ",383
20532,Operation End Sweep for Vietnam Service Medal,383
20533,Operation End Sweep,383
20534,the Vietnam Service Medal,383
20535,the applicable quarter,391
20536,Defense-Cost Assessment,383
20537,Junior Reserve,383
20538,the Junior Reserve,383
20539,"the Yellow Ribbon Reintegration
 Program",383
20540,582,397
20541,Section 1175a(j,390
20542,6.4.5.1,397
20543,Air Force Instruction,383
20544,Armed Services Vocational Aptitude Battery,383
20545,562,397
20546,1482,391
20547,1300.18,397
20548,Invitational Travel Authorization,383
20549,Dover Air Force Base,9191306739292312949
20550,"the
 Servicemembers Civil Relief Act: Section",383
20551,the Defense Manpower Database Center,383
20552,the Database Center,383
20553,Section 310(d)(1,390
20554,Staten Island,384
20555,chapter 1223,390
20556,Issuance of Gold Star Installation Access Cards,383
20557,1126,391
20558,Gold Star Installation Access Card,383
20559,Gold Star,383
20560,the Gold Star Installation Access Card,383
20561,1126a,391
20562,"Defense
 ",383
20563,Section 1062,390
20564,the Survivor Benefit Plan: Section 1448(b)(1,390
20565,section 1851(c)(3,390
20566,such plan year,391
20567,section 1853(o)(3,390
20568,1395w–23(o)(3,397
20569,TRICARE for Life,383
20570,such date each year,391
20571,the plan year,391
20572,a plan year,391
20573,section 1853(o)(4,390
20574,section 1044c(b,391
20575,1044d(b,397
20576,1074m(a)(1)(B,391
20577,the Armed Forces: Section 1145(a)(6)(B)(i,383
20578,section 1074g(g,390
20579,715(e)(2,397
20580,"the Armed
 Forces: Section 1074l(a",383
20581,MHS Genesis,383
20582,the Initial Operational Test and Evaluation Report,383
20583,Matters,383
20584,TriService Dental Research Program,383
20585,Chapter 104,390
20586,University,383
20587,TriService,383
20588,The TriService Dental Research Program,383
20589,TriService Dental Research Group,383
20590,The TriService Dental Research Group,383
20591,2116,391
20592,"the Advancement
 of Military Medicine: Section 178(c)(1)(C",383
20593,Department of Defense- Department of Veterans Affairs,383
20594,the Health Related Behaviors Survey of Active Duty Military Personnel,383
20595,Federal Emergency Services,383
20596,Technician,381
20597,"TRICARE
			 Select",383
20598,East,385
20599,the Committee on the Armed Services of the Senate,383
20600,TRICARE Prime,384
20601,beneficiaryTRICARE PrimeTRICARE,9191306739292312949
20602,the Armed Forces on Vieques,383
20603,Vieques Naval Training Range,9191306739292312949
20604,the Armed Forces on the island of,383
20605,Vieques,384
20606,Monitoring Medication Prescribing Practices,383
20607,the Veterans Health Administration,383
20608,the Air Force’s,383
20609,the Secretaries of the Army,383
20610,"February 1, 2020",391
20611,Chapter 544:,390
20612,Section 5721,390
20613,section 8151,391
20614,chapter 817,390
20615,Section 3210,390
20616,section 7110,391
20617,"3281, 3282,",391
20618,3283,391
20619,3310,391
20620,7160,391
20621,"7213, 7214,",391
20622,7316,391
20623,"the
			 Department of Defense",383
20624,Section 2228,390
20625,an Office of Corrosion Policy,383
20626,2228,391
20627,the Office of Performance Assessment and,383
20628,Root Cause,383
20629,section 2438,390
20630,Section 131(b)(9,390
20631,the Office of Performance Assessment and Root Cause Analysis,383
20632,882,397
20633,andSubsection,383
20634,118a,397
20635,2275,391
20636,10543,391
20637,63);in,397
20638,2);in,397
20639,AbilityOne,383
20640,Chapter 137section,390
20641,non-Department of Defense,383
20642,Federal Prison Industries: Subsections,383
20643,2410n,391
20644,section 4124(d,390
20645,Section 804(b)(2,390
20646,section 2400,390
20647,"chapter 1
									",390
20648,Chapter 1by,390
20649,chapter 137: Section 2302(3,390
20650,chapter 140,390
20651,Chapter 140section,390
20652,2375,391
20653,No Department of Defense,383
20654,Section 7(m)(4)(E,390
20655,"15 U.S.C. 644
							",394
20656,the Office of Investment and Innovation,383
20657,the Office of Technology of,383
20658,the Federal Communications Commission;identify,383
20659,OII Associate Administrator,383
20660,the Small Business Broadband,383
20661,Emerging Information Technology Enhancement,383
20662,21(c)(3)(B,397
20663,Section 303(b)(2)(A)(ii,390
20664,"15 U.S.C. 683(b)(2)(A)(ii)$150,000,000$175,000,000",394
20665,"the Department of Defense Small Business Innovation Research
			 ",383
20666,a Small Business Innovation Research Program,383
20667,section 1908(b)(2,390
20668,3131,391
20669,"3134,sections",397
20670,SCORE Reauthorization: Section,383
20671,"year 1, year 3",391
20672,section 7(m)(3)(A)(i)(VIII,391
20673,U.S.C. 636(m)(3)(A)(i)(VIII)Service Corps of Retired ExecutivesSCORE,383
20674,Service Corps of Retired ExecutivesSCORE,383
20675,c)(12,383
20676,Procurement Technical Assistance Centers,383
20677,"15 U.S.C. 638
							",394
20678,United States Virgin Islands Small Business Contracting Assistance,383
20679,the United States Virgin Islands Small Business Contracting Assistance,384
20680,United States Virgin Islands,383
20681,the United States Virgin Islands Small Business Contracting Assistance Act,383
20682,15 U.S.C. 648(a)(4)(C)(v,391
20683,"29,by",397
20684,15 U.S.C. 65615,394
20685,648,397
20686,"Selected
 Acquisition Reports: Section",383
20687,Section 1703(j,391
20688,Schedule Realty,380
20689,Defending United States Government,383
20690,services;is,381
20691,the Secretaries of State,383
20692,Hytera,384
20693,Hikvision,383
20694,Dahua,383
20695,ZTE,383
20696,section 347,390
20697,the United States Fleet Forces Command,383
20698,Defense for Intelligence: Section,383
20699,Designation of Navy,383
20700,5013,397
20701,132a(b,397
20702,Budget Authority,383
20703,the Department Defense,383
20704,346,397
20705,CMO Reports,383
20706,"January 1, 2026",391
20707,Defense Information Systems Agency,383
20708,Elimination of Washington Headquarters Services,383
20709,the Washington Headquarters Services,383
20710,CMO Verification,383
20711,Transition,383
20712,Activity,381
20713,the Defense Finance and Accounting Services,383
20714,calendar year 2021,391
20715,3132(a)(2,397
20716,Oversight Council,383
20717,Section 133a,390
20718,the Artificial Intelligence and,383
20719,Oversight CouncilCouncil,383
20720,DefenseForeign Currency Fluctuations,383
20721,"the Financial Improvement and Audit Remediation
 Plan: Section",383
20722,section 254(b,383
20723,Section 252(b)(1,390
20724,the past 15 years,391
20725,the Department of Defense for National Guard,383
20726,section 1022,390
20727,7306.Section 7306b,391
20728,7294,391
20729,7295,391
20730,"7300, 7306",391
20731,7306b,391
20732,Section 8124,390
20733,Section 1424,390
20734,Section 1614,390
20735,the National Defense Authorization Act for Fiscal Years 1990 and 1991,383
20736,six-hundred,397
20737,the United States of America48,384
20738,1806(b)(1,397
20739,8 U.S.C. 1101(a)(15)(H)(ii)(b)8,394
20740,1184(g)(9,397
20741,130i(j)(3)(C,397
20742,Section 1057(b)(2,390
20743,"Department of Defense Review and Assessment on Advances, Opportunities",383
20744,Risks Related,380
20745,Machine Learning,380
20746,the Joint Enterprise Defense Infrastructure,383
20747,the Joint Enterprise Defense Infrastructure of the,383
20748,Cloud Executive Steering Group,383
20749,"later than February 18, 2019",391
20750,March 17,391
20751,the Executive Committee,383
20752,May 10,391
20753,Joint PlanningThe,380
20754,"later than February 25, 2019",391
20755,the end of fiscal year,391
20756,the Low-Boom Flight Demonstration,383
20757,"the Committees on Armed Services,",383
20758,Defense Business Board,383
20759,Transforming Department of Defense’s Core Business Processes for Revolutionary Change,383
20760,NDAAS,383
20761,chapter 2003,391
20762,the prior fiscal year quarter,391
20763,section 10101 of,390
20764,chapter 2005respond,390
20765,Reauthorization of National Aviation Heritage Area,383
20766,The National Aviation Heritage Area Act,383
20767,108–447,397
20768,Dayton History,380
20769,Dayton Historysection,386
20770,section 503(1,391
20771,up to 90 percent,393
20772,669h–1,397
20773,range.by,383
20774,"c)(1)—by striking Amounts made
 ",383
20775,chapter 171funded,390
20776,F–22 aircrews,380
20777,97.15,397
20778,75th,396
20779,World War,387
20780,World War II Commemoration,387
20781,Commemorative,383
20782,the Department of Defense World War II Commemoration FundFund,383
20783,Holocaust Memorial Museum,383
20784,GI,383
20785,Section 2703,390
20786,entity;if,383
20787,Subscriber,380
20788,2705,391
20789,Section 2705,390
20790,"the Armed
 Forces: The Secretary of",383
20791,the Defense Advisory Committee on Women in the Services,383
20792,"47 U.S.C. 601
							",394
20793,the Dover Air Force Base,383
20794,the 436th Airlift Wing,383
20795,512th Airlift Wing,388
20796,the Charles C. Carson Center for Mortuary Affairs,383
20797,the National Defense University Institute for National Strategic Studies,383
20798,Section 1094(a)(2,390
20799,the Vietnam Veterans Memorial,383
20800,seventy-four,397
20801,the USS Frank E. Evans,386
20802,"June 3, 1969",391
20803,"Chapter 99
							",390
20804,3309 through,391
20805,3327,391
20806,section 1101(b,390
20807,3 total years,391
20808,6 total years,391
20809,"chapter 31section 3114
							",390
20810,the Direct Hire of Students and Recent Graduates Act,383
20811,19583,391
20812,c)—at,383
20813,"200,000",394
20814,"3 U.S.C. 102$350,000",394
20815,December 1 of each year,391
20816,42 U.S.C. 40142,394
20817,"32(c)(2)$400,000",397
20818,the Presidential Allowance Modernization Act,383
20819,"4)),in",397
20820,the District of Columbiaby,385
20821,Title 5: Subpart G,390
20822,section 8101(1)(E,390
20823,section 8331(1)(I,390
20824,section 8701(a)(9,390
20825,1(b)1(f)in section 8901(1)(H,391
20826,fiscal year through fiscal year 2025,391
20827,"the Regional Centers for
 Security Studies: Section 342",383
20828,"750,000$2,000,000",394
20829,362.An,397
20830,Atlantic Ocean,385
20831,393,397
20832,112–239for,397
20833,section 1233(d)(1,390
20834,section 1227(d)(2,390
20835,Pakistan;Pakistan,384
20836,andPakistan,384
20837,the Syrian Democratic Forces,383
20838,115–91fiscal year 2018fiscal year 2019,391
20839,the Chemical Weapons Convention,383
20840,March 2018,391
20841,"the Resolution of Advice and Consent to Ratification of the Convention on the Prohibition of the Development, Production, Stockpiling and Use of Chemical Weapons",383
20842,CW,383
20843,"Barzeh
			 Research and Development Center and Him Shinshar",383
20844,Homs province,384
20845,the Barzeh Research and Development Center,383
20846,"April 13, 2018",391
20847,the Armed Forces against,383
20848,January 15 of every year,391
20849,the Kabul Compact,384
20850,the Ministry of the Interior of the Government of Iraq,383
20851,the Iraq Train,383
20852,Harakat Hizballah al-Nujaba,380
20853,the Committee on Foreign Affairs of the House of Representatives,383
20854,the Committee on Foreign Relations of Senate,383
20855,Islamic Revolutionary Guard Corps,383
20856,"April 6, 2017,",391
20857,50 U.S.C. 3003the Russian Federation,394
20858,Republic of Crimea,383
20859,Eastern Ukraine,385
20860,57th year,391
20861,Chemical Weapons Convention,383
20862,Russian Federation’s,383
20863,section 1290(a)(1,390
20864,Report on Adherence,387
20865,the Russian Government,384
20866,241550,391
20867,future;in,383
20868,less than fifty percent,393
20869,the Islamic Republic of Iran,384
20870,"March 6, 2014",391
20871,non-United States,384
20872,The term Export Administration Regulations,383
20873,Kremlin,383
20874,Vladimir Putin,380
20875,Indo-Asia-PacificIndo-Pacific,390
20876,Chinese Communist Party,383
20877,The Chinese Communist Party’s,383
20878,South China SeaSouth,385
20879,Indian Oceanin,383
20880,"September 30, 2020September 30, 2023",391
20881,Australia,384
20882,Tarawa,386
20883,Austin,380
20884,Charleston,384
20885,Indo-Pacific,390
20886,the East China Sea,385
20887,Taiwan Strait,380
20888,Indian Ocean,385
20889,115–135,397
20890,the Taiwan Travel Act,383
20891,1292(a)(1,397
20892,North Korea:,384
20893,S-400,381
20894,AH–1 Attack,384
20895,Gulf Cooperation Council,383
20896,Western Balkans,383
20897,Beginning 1 year,391
20898,Hizballah,384
20899,"the North Atlantic Treaty
			 Organization",383
20900,the Muslim Brotherhood,383
20901,the Lake Chad Basin,385
20902,"the People’s Republic
 of China: Paragraph",383
20903,South China,385
20904,Senkaku,384
20905,the Republic of Djibouti,384
20906,October 4,391
20907,2017.Any,397
20908,Briefing on Department of Defense Program to,383
20909,Protect United States Students Against,384
20910,section 1277,391
20911,the Authorization for Use of Military Force (Public Law 107–4050 U.S.C.,383
20912,"intelligence
			 ",383
20913,the Armed Forces or intelligence,383
20914,Eritrea,384
20915,the Government of Eritrea,383
20916,502B(d,383
20917,1253,391
20918,Howard P. Buck22,380
20919,the Government of Burma,383
20920,the Burma Police Force,383
20921,section 12_2(a)(1)(A,390
20922,12_2(a)(1)(B,397
20923,Visas,384
20924,United Nations Headquarters Agreement: Sanctions,383
20925,Lake Success,9191306739292312949
20926,"June 26, 1947",391
20927,"November 21, 1947",391
20928,Rakhine,383
20929,Buddhist,381
20930,Rakhine State,384
20931,section 7501,391
20932,section 7102,391
20933,section 7202,391
20934,section 7302,391
20935,7402,391
20936,the Afghanistan Ministry of Defense,383
20937,Ministry’s,383
20938,Overseas Contingency Operations,383
20939,Numbered Air Force,383
20940,14th Air Force,383
20941,14th,396
20942,"Chapter 6
									",390
20943,the Launch Centers of,383
20944,the National Aeronautical and Space Administration,383
20945,Federal Regulation,383
20946,the Federal Government: None,383
20947,the National Background Investigation Bureau,383
20948,the Department of Defense Information Network,383
20949,Commander,383
20950,SMC Cyber Institute,383
20951,"Junior Reserve Officers'
 Training Corps: Section",383
20952,chapter 112,390
20953,later than four years,391
20954,Section 1043(a)(1,390
20955,the Missile Defense AgencyBeginning,383
20956,the JASON Defense Advisory Panel,383
20957,MDA Discrimination,383
20958,"Electromagnetic Pulse
 Attacks",383
20959,Defense for Manufacturing,383
20960,National Intelligence shall commission,383
20961,National Intelligence Estimate,383
20962,the National Intelligence Estimate,383
20963,"October 1, 2020October 1, 2023",391
20964,42 U.S.C. 11411(a,394
20965,"Department of Defense
			 ",383
20966,section 2812,390
20967,section 2662,390
20968,the Real Property Asset Database,383
20969,Base Structure Report,388
20970,fiscal years 2014 through 2018,391
20971,Marine Corps Air Ground,383
20972,Marine Corps Air Station,383
20973,Yuma,384
20974,the Naval Air Station Key West,9191306739292312949
20975,Mountain View,384
20976,Shenandoah Square,9191306739292312949
20977,approximately 0.1 acres,395
20978,section 101(b)(2,390
20979,2915,391
20980,3015,391
20981,the Fort Irwin Military Land Withdrawal Act of 2001,383
20982,2946,391
20983,2979,391
20984,Cadastral Survey,383
20985,approximately 1 acre,395
20986,Potential Wilderness,380
20987,Mormon Peak Microwave Facility,383
20988,Death Valley National Park,383
20989,the California Desert Protection Act,383
20990,the Wilderness Act,390
20991,the National Wilderness Preservation System,383
20992,the Death Valley National Park Wilderness,385
20993,Defense Community Infrastructure Program,383
20994,Commonwealth of Northern,383
20995,Certifications: Subsection,383
20996,the National Historic Preservation Act,383
20997,Modoc National Forest,383
20998,Modoc County,384
20999,the First Infantry Division,383
21000,Non-Application of Commemorative Works Act: Subsections,383
21001,the Society of the First Infantry Division,383
21002,7602,391
21003,"European Deterrence Initiative
 ",383
21004,the National Nuclear Security Administration Act,383
21005,Section 3116,390
21006,2529,391
21007,Los Alamos,384
21008,Manufacturing Trades Education Grant Program,383
21009,Energy for Environmental Management,383
21010,"Cost Estimating and
 Program Evaluation: Section 3221(h)(2",383
21011,2411(h)(2,397
21012,andthe Committee on Energy and Commerce of,383
21013,payment30,383
21014,181,397
21015,chapter 69,390
21016,"Chapter 29
 ",390
21017,White Sands National Monument and White Sands Missile Range,383
21018,Transfer DOA,380
21019,NPS,383
21020,National Park,385
21021,WHSA) & White,383
21022,White Sands,383
21023,"2,826 acres",395
21024,"5,766 acres",395
21025,"approximately 3,737 acres",395
21026,Transfer NPS,380
21027,DOA,383
21028,WHSA Boundary,383
21029,The Public Land Order,383
21030,Coast Guard Authorization Act,383
21031,"Chapter 1
							",390
21032,Establishment and Duties,388
21033,section 317,390
21034,634,397
21035,690,397
21036,692,397
21037,693,397
21038,"Chapter 5
							",390
21039,Powers,383
21040,"Chapter 7
							",390
21041,"Chapter 9
							",390
21042,Subtitle II,380
21043,4108,391
21044,Chapter 14:,390
21045,Chapter 14by,390
21046,Chapter 15by,390
21047,Chapter 18:,390
21048,Chapter 18,390
21049,"Chapter 19
							",390
21050,Chapter 19by,390
21051,six hundred,397
21052,section 1926,391
21053,"Chapter 21
							",390
21054,Retirements,383
21055,Revocation of Commissions,383
21056,Separation,383
21057,Enlisted,383
21058,Chapter 25,390
21059,"Chapter 25
							",390
21060,Lighthouse Service,383
21061,Chapter 27,390
21062,"Chapter 27
							",390
21063,Coast Guard Family Support,383
21064,Coast Guard Families,383
21065,Coast Guard Child Care,383
21066,Subtitle III,380
21067,Coast Guard Reserve,383
21068,4118,397
21069,Coast Guard Auxiliary,383
21070,section 4119,390
21071,General Provisions for Coast Guard Reserve,383
21072,Subtitle IV,380
21073,4120,397
21074,Coast Guard Authorizations and Reports,383
21075,chapter 49,390
21076,section 4121,390
21077,182section 1922,391
21078,3739,391
21079,chapter 13: Section 3705(b,390
21080,chapter 15: Section 308(b)(3,390
21081,4901(4,397
21082,chapter 19section,390
21083,section 4902(4,390
21084,Section 4902,390
21085,Section 4904,390
21086,"167,500,000",394
21087,102(7,397
21088,National Coast Guard Museum: Section,383
21089,National Coast Guard Museum,383
21090,New London,384
21091,1535 and 1536,391
21092,providers6 U.S.C.,9191306739292312949
21093,939,397
21094,944,397
21095,"45,000$250,000",394
21096,Construction of Coast Guard,383
